BUSINESS_DATE,HOTEL,ROOMS_AVAILABLE,ROOMS_SOLD,COMP_ROOMS,OCCUPANCY,ADR_EUR,REVENUE_EUR,DOMINANT_SEGMENT
2026-12-03,"Regnum The Crown",358,126,2,35.2,390.87,48467.88,Group
2026-12-04,"Regnum Carya",530,148,2,27.92,321.14,46886.44,Group
2026-12-04,"Regnum The Crown",358,139,0,38.83,373.72,51947.08,Corporate
2026-12-05,"Regnum Carya",530,197,0,37.17,317.15,62478.55,FIT
2026-12-05,"Regnum The Crown",358,165,2,46.09,408.22,66539.86,Group
2026-12-06,"Regnum Carya",530,168,3,31.7,307.86,50796.9,OTA
2026-12-06,"Regnum The Crown",358,167,0,46.65,387.99,64794.33,Group
2026-12-07,"Regnum Carya",530,165,2,31.13,309.08,50380.04,Corporate
2026-12-07,"Regnum The Crown",358,132,3,36.87,393.49,50760.21,Corporate
2026-12-08,"Regnum Carya",530,153,1,28.87,308.37,46872.24,FIT
2026-12-08,"Regnum The Crown",358,145,3,40.5,373.07,52975.94,Corporate
2026-12-09,"Regnum Carya",530,160,1,30.19,327.01,51994.59,OTA
2026-12-09,"Regnum The Crown",358,133,3,37.15,369.92,48089.6,OTA
2026-12-10,"Regnum Carya",530,163,3,30.75,325.18,52028.8,OTA
2026-12-10,"Regnum The Crown",358,137,3,38.27,370.72,49676.48,Corporate
2026-12-11,"Regnum Carya",530,152,1,28.68,322.41,48683.91,Corporate
2026-12-11,"Regnum The Crown",358,128,1,35.75,364.75,46323.25,OTA
2026-12-12,"Regnum Carya",530,217,0,40.94,341.94,74200.98,Group
2026-12-12,"Regnum The Crown",358,152,1,42.46,373.51,56400.01,FIT
2026-12-13,"Regnum Carya",530,170,2,32.08,311.25,52290,FIT
2026-12-13,"Regnum The Crown",358,156,3,43.58,379.86,58118.58,Corporate
2026-12-14,"Regnum Carya",530,182,3,34.34,312.41,55921.39,Leisure
2026-12-14,"Regnum The Crown",358,156,2,43.58,386.9,59582.6,Leisure
2026-12-15,"Regnum Carya",530,148,0,27.92,306.73,45396.04,FIT
2026-12-15,"Regnum The Crown",358,135,3,37.71,394.16,52029.12,Group
2026-12-16,"Regnum Carya",530,148,2,27.92,304,44384,Group
2026-12-16,"Regnum The Crown",358,151,4,42.18,392.88,57753.36,FIT
2026-12-17,"Regnum Carya",530,172,2,32.45,322.82,54879.4,Leisure
2026-12-17,"Regnum The Crown",358,133,3,37.15,377.29,49047.7,FIT
2026-12-18,"Regnum Carya",530,153,1,28.87,317.84,48311.68,FIT
2026-12-18,"Regnum The Crown",358,145,3,40.5,394.48,56016.16,OTA
2026-12-19,"Regnum Carya",530,205,1,38.68,329.9,67299.6,FIT
2026-12-19,"Regnum The Crown",358,145,4,40.5,375.56,52953.96,Leisure
2026-12-20,"Regnum Carya",530,218,1,41.13,322.85,70058.45,FIT
2026-12-20,"Regnum The Crown",358,167,2,46.65,384.59,63457.35,Corporate
2026-12-21,"Regnum Carya",530,179,2,33.77,321.39,56886.03,Group
2026-12-21,"Regnum The Crown",358,149,2,41.62,376.97,55414.59,Leisure
2026-12-22,"Regnum Carya",530,165,2,31.13,306.52,49962.76,Group
2026-12-22,"Regnum The Crown",358,147,4,41.06,384.83,55030.69,Corporate
2026-12-23,"Regnum Carya",530,148,1,27.92,321.79,47303.13,Leisure
2026-12-23,"Regnum The Crown",358,143,2,39.94,380.84,53698.44,Group
2026-12-24,"Regnum Carya",530,178,2,33.58,329.67,58021.92,FIT
2026-12-24,"Regnum The Crown",358,152,3,42.46,379.62,56563.38,Corporate
2026-12-25,"Regnum Carya",530,178,1,33.58,329.35,58294.95,Corporate
2026-12-25,"Regnum The Crown",358,154,1,43.02,397.66,60841.98,FIT
2026-12-26,"Regnum Carya",530,217,4,40.94,329.11,70100.43,Corporate
2026-12-26,"Regnum The Crown",358,156,0,43.58,404.13,63044.28,Corporate
2026-12-27,"Regnum Carya",530,206,2,38.87,327.87,66885.48,Corporate
2026-12-27,"Regnum The Crown",358,171,3,47.77,381.72,64128.96,Leisure
2026-12-28,"Regnum Carya",530,164,2,30.94,326.84,52948.08,Leisure
2026-12-28,"Regnum The Crown",358,140,3,39.11,392.98,53838.26,OTA
2026-12-29,"Regnum Carya",530,160,3,30.19,311.28,48870.96,Leisure
2026-12-29,"Regnum The Crown",358,153,2,42.74,387.4,58497.4,Corporate
2026-12-30,"Regnum Carya",530,188,3,35.47,335.57,62080.45,Corporate
2026-12-30,"Regnum The Crown",358,177,2,49.44,394.43,69025.25,FIT
2026-12-31,"Regnum Carya",530,148,2,27.92,325.02,47452.92,FIT
2026-12-31,"Regnum The Crown",358,177,2,49.44,403.23,70565.25,Group
